"sourceAddress","sum(inAmount)","inAsset"
"14VTb4VUKnBsLKdQ7rYapXC48eo2H3aPFt","9980000","BTC"
"14jfGbAz2sx2FSVsysCMcybLHuTUe7oGFy","9980000","BTC"
"151uN2oY49Ec8hu7jdjGJJqA6i4GQnnkWF","9980000","BTC"
"15A9HzdqoaAPADKXhkGQFvYDd6FHdQRL3q","9980000","BTC"
"15KEUoTW6A9TT3E5cmpKovSPSeoA242Ej8","9980000","BTC"
"15qzhVmQfMbyEdgB8At279UnAacTYYy4NP","9980000","BTC"
"15wBFf91EBzngyrRNJWqP7u5uJ5MuJsoqz","9980000","BTC"
"167cLv2HfPMvBhmVYC55mDTk61iR5si1un","9980000","BTC"
"16GHjgDUhw9JZ927FHT9LkcmvVq8GxzyBv","9980000","BTC"
"16u18yvVwutXKVy95YTGRqHZpHPzeHiN4c","9980000","BTC"
"17RmSKcjTYD1cTMvTJRqwJ2kT6QHJm6erz","9980000","BTC"
"18WwqyZFSf2YyoHE1FTgR9TzuigSTGeWFy","9980000","BTC"
"19Wrh3YyEwAnnxHtee4WhEaYYsAsJKmDUG","9980000","BTC"
"19mP8USYRKMRWz9EztabVCjUsboUjVjtLy","9980000","BTC"
"19uLHwb4kZhEpNwbpDLTp3DQ4S6ebF14Dk","9980000","BTC"
"19z2a3UxJMAcSSJf2bq5nKRWACBiwdRuuo","9980000","BTC"
"1AGZ77b4rJ48CMvVkWLdJ6UnGkkXNvhXDh","9980000","BTC"
"1AQkxgYAboqmGM7nsZAJQep7EUTfL6tmru","9980000","BTC"
"1ActJiPa7jpi3Y3JdwJz6QjzHsLCAMJ56e","9980000","BTC"
"1BAcYTMYbgSsAKxbhDahmGazUqbygHAiGS","9980000","BTC"
"1BSHJGFqFPtkT1trky5GvjEiC2MhujpBBR","9980000","BTC"
"1BkE9maCxAHGvnCxDKwtKNTNjxL382gkMH","9980000","BTC"
"1CocWjkTKW6tB17dK47vTXEura3xqJRQTV","9980000","BTC"
"1ECZmHUNBHHmcy4Gt2zCzGjHUydWVtjBVu","9980000","BTC"
"1EE37Yt22buRYVHugyaZ67RWnKeBGioAyX","9980000","BTC"
"1EPwmtKYFZTJC611a55CaqL4K6ZBNqm1Gh","9980000","BTC"
"1ETDxidLp7YrTQd3fb7TTqvxz6gJdWKtSG","9980000","BTC"
"1GELgfpkrhAWuA1CdDzjGqLXXjKovrJjCQ","9980000","BTC"
"1HkSv2UmGYj6c4bDZQj6URXKmGNRWmFsJF","9980000","BTC"
"1JpicFqEizy6uXLjiYHaVUXXQh6PAxugJU","9980000","BTC"
"1KQdM43iErz6TDLM57aSXqXJRQnAiURiL7","9980000","BTC"
"1KkSmpxJhxW6u7hYRt1PQQeVZvBy58b5Ss","9980000","BTC"
"1L3G8UiFdQR3Hv6G9fNPcqsmniEwv5YALd","9980000","BTC"
"1LDdaNqgjhFpTwdVbxARXTAcMx8Dr1igqH","9980000","BTC"
"1LmRK2zqXL3DNYDj3m5udUsM4iMZe4iMfZ","9980000","BTC"
"1Lxg94XF9pmkz9PyeFfD4cMpSyPPYXe1hB","9980000","BTC"
"1MChgU73JBzBjixWpgU2wnNLrhBAoSxiLh","9980000","BTC"
"1MKSS6iFM6RvY5aaqt21MuneUhRN92hsv2","9980000","BTC"
"1MPj64honCxwET7vRvyoB91jSQsR3Gqv4C","9980000","BTC"
"1MQAowLnY1v1VHPvrQ4m7reQ4fRWQFhtps","9980000","BTC"
"1MuQzoCrCbZmK4V4uXiTRx8CpbR7FifDeK","9980000","BTC"
"1NS2MQWsCrRHcN64vgE6crwGoQ4aYmqZoa","9980000","BTC"
"1NxU4fCESVVqSojQ5TBXqcKS8x7VEjbAgp","9980000","BTC"
"1Pc15Dw5kfv8yJFNW9Attpqvs5K2kXwtxc","9980000","BTC"
"1QHoQQm1XHXJx5U6ZQaF736ruKJESbx84g","9980000","BTC"
"1KuZ1bAso5WPRLpm3pLkYBmFAKFE5sbpm9","9970000","BTC"
"1LFy8sdrTMUqLuhsrvv2mvGTksf7a7DTcz","9970000","BTC"
"1EPvVDWuVZUBWNEo8BCAygJzza9taWKP7u","9960000","BTC"
"1JnCZqND7hsSdx3QDM4CmmzLN4hScWke7y","9960000","BTC"
"1Q4LARcSTmiuez8yKsU9Lm9e1K7R85WrAg","9960000","BTC"
"1MYwj6cK9YXW4LdL7Wq9kUwL1p1pa7ruMN","9954200","BTC"
"14gjZR387KBJRon6j3TxKeHjVi9bZJyjMi","9951617","BTC"
"1BwJ2aMPKwxiNx6MnQzd6CwQJ6u3NgeCPu","9950000","BTC"
"1MLT2qjyeh7AddNaAJsiFDMMEzixGFZT3m","109847069","BTC"
"14aPPYXid69LtXGeCsmogmMJ4U7RRMnh5n","9930000","BTC"
"18YM7q7QUfYa8VVHuPha4sfvSSwfr9yNL5","9900000","BTC"
"1AbEgwhAFWRS4xdwrGQqhari2FnYeq4A6z","9900000","BTC"
"1DpbqxYzvLdkcwFjEapSQJu2r6viCmKxAX","9900000","BTC"
"1LrDioWcvNQKS5ttGm37vCyREyRngyjZ3V","9900000","BTC"
"1cTjz1kX1FR63FWg5XDobgdRiEqs9MjPr","9900000","BTC"
"1Ava2xGcHv1QmnKSoZQDvzf6WuFED466pE","9880000","BTC"
"1LFDrZiivg6uiMKv9Qx6T3X7XZ5eZ7gMXi","9859300","BTC"
"1HjSW3naYXLUfiKZrvHUNaA1Z1unJZxcwe","9856333","BTC"
"1JqENbDHsafjbTwdspUCdyV4C5HFKbjb8x","9854503","BTC"
"1AhByXWLckiRjWTisHNWzBb1D3KyT4sfhq","9809000","BTC"
"1MaX2HT8z8C92nKt4kTP2YCVF4LSe6RZtT","9800000","BTC"
"1Eimo9w2kqMkYM3K43kbnXcmLz79jaBHVs","20677800","BTC"
"1Ey1WX2NWvSGgXE2iFzjHYfu1bWcYh3dog","9642051","BTC"
"1JUB2DzT41bmuL63tNCEGuktGK4TFkFgEJ","9612728","BTC"
"1Hm9ZucjhQGYJU36yEiXakDZUGhkhQqVz1","9690000","BTC"
"1Q3sn6QrnRb2n8dzSJvAufWuGzyjJts79u","9500000","BTC"
"15MFpPnJZW3rK1naM8RkyZ1j88Rc23RJJM","9399313","BTC"
"16pLAP5kmxohTT1x4VeegSxGUXm5wCci7d","9153616","BTC"
"12KNfhK9Xkh3nnf7ETqpBZgetfarwgaAZk","9000000","BTC"
"12VnJCgzKaFi5nGPSZq2NPCip1T35sHF8P","9000000","BTC"
"15x6PJWxWc8xXiCfYcQVPfwD6qpzfKAZZr","9000000","BTC"
"17ePMD56tLkWrLWkDj1kaG3AASHWq56Ev4","10100000","BTC"
"1KRq8Zy7kB8DcncCwTpKNCivvfGDLCKURv","9000000","BTC"
"1GkQho5xJzS4Y7A2nqv9KTKc6d7TrXWwt3","8980000","BTC"
"1PJ2xfyy4H1ZX3DN2563yKUQoSesdoyvQh","9970000","BTC"
"1CT76j4GRhad1CXdngpzVLWjnpVLSGt7Ec","8661497","BTC"
"18xw3nJdrFv8gAiKMTXRxFc7K24XLgos8P","8590000","BTC"
"19uFZaqtN9YZvwqJmtXkkzagfjHbtEgE8A","8480000","BTC"
"1nkGjhXxCGu1yZU4PKx9Yh2yJHuapukBz","8445260","BTC"
"19HF5AwzA63VmwWWvRgkxhKCr7VBr4Rnqj","8400000","BTC"
"1CXBJkSdaW8Akw7PzQtBxPtxpnHDqPnMbb","14270681","BTC"
"1HCFiK6jrrfMrYX355jvdMVpM4LNuaNqQA","8240000","BTC"
"1MWGAQUU8gDtbQujcuCThZddvXg8gGGrnD","8229418","BTC"
"1FTSwtsudTxTJ6qjrZ8wfqNXHLwHHb2WCr","10540236","BTC"
"143K7DtZzSjTKTGhDVQ4Ah137yU27GutAe","7994992","BTC"
"1HSMekTxSDkwgNSnhDqNkd4RwCu4Gn69r9","141907440","BTC"
"14DpkuxRPjUEXZzJimv2BA6yLtyCYLKA8F","7980000","BTC"
"19X5RycFSwSRkV8LXw4bcz9kyoCHhAmd3J","7972534","BTC"
"1Pd3RUwNHDVhFGHpkMXpZEkXpx6SoyNfvj","7512616","BTC"
"17ESUqjXY7HaMNSDBRWTndmRhfyBPzBxpP","7465943","BTC"
"1PaPnF38KDis5ZhAm7kkZ2msaQF9Lh3fAb","7200000","BTC"
"18mB39H2u6UHskvsZbth2asNCpjjqkPGFa","7180000","BTC"
"1MCwbWx6xE5hw5gAA7iqKyjWMaGBN99U2q","6980000","BTC"
"1MwJKETnqf6YJQ7qak5DQzwX9kEyLTsfpb","6980000","BTC"
"1AmXPez5SPHFCzoQaWBqBVa3uTmJ9RPrem","6920000","BTC"
"1NkT17YS4K5nHrVM6GVUUfM1AEKpwtKKAj","6542791","BTC"
"1EBys8E7ZiCvthfh2SvJ7siYRs1rSHXyvf","6523130","BTC"
"1JsSL7PGub1yy9abjsknEAXBTkCHJGnVHC","6480000","BTC"
"19h4E9oKGYfiaqr8g6gbrJw474CFDwVsSX","6400000","BTC"
"1J8L51hujAPjuDu4HM6UDeqdJEAqHeiXFQ","6390000","BTC"
"1Cff2cjHwR3RTF69VJsoGg3cwShr2p9xm4","6300860","BTC"
"13iC9KNkonDWzahE1SXKbtTJ3buXvozKsn","6000000","BTC"
"1Cp26qTUhqeQbM2nikCJpSufZgn7AdiokN","6000000","BTC"
"1HZ9cmvVM2WzGAhKvLHJtHaDqfdzVTT4Bn","6000000","BTC"
"1N5mpXcfG1CV4PZ3dwuhnUTu3aH9ESpXA4","6000000","BTC"
"1e9HcRhwFpn7WynP3g7N2v6drHvZx8v3k","6100000","BTC"
"1AWPerznnWJ5jY2odrCqzrxpY4Tko67iTK","5990000","BTC"
"1GayL9Xwbtqn2htgbd77Q5SxJrYzg1LWHh","5990000","BTC"
"1BG5Q1H7DVFfeXEAvZKipPxsvZHQ93DvfZ","5980000","BTC"
"1CfrMiUH7rhguotYvRDqNESAFrnC3dXunP","5980000","BTC"
"1KqYRdgZ5K9yLxqWy3BEWCoPof3Hj6ToBH","6352146","BTC"
"15b7Ajbw8tjKKKvUBeDNBSpif41jZYTAwZ","5813546","BTC"
"1NDhSXVBYmiTZjfMAV4GbuwqBYnTsk16os","5780000","BTC"
"144H3XveJq9JSKzMLj8wQCXcZMe5d1sSm1","5315978","BTC"
"1JPeZEF8j8REjzm9tBAkfWRnepPTwCghU1","5249397","BTC"
"1HGYpccdcCuQxA5dvCUYtcKMSZXdXrZQNE","5180000","BTC"
"1CG2Zi346pJSa7iFFedDTE6Ltv6U4P9buV","5093000","BTC"
"18nv1vsQ2BsqG4jSdpTxLJT1Ym6MnAdBkB","5080000","BTC"
"1Beo9VeMVZs89TaGrHTRQULHcrZyQeZNkf","5070000","BTC"
"1JzkTfV26LzyZGVqH9UpPedrnFMRd1R8qJ","5048338","BTC"
"126X4DpC1sFy1yBWZZEeXoomrf8wQrJ1Cd","5040000","BTC"
"1F4fm8rELEhSHWUrEmU48VST8bNddVhXLm","5010000","BTC"
"14WXqPVXzh1t4tuk7aA3MULQKcYZnTeQxC","5000000","BTC"
"14o6DfkJzbsVVGwjZBZMBaiFE4kHafUoeV","5000000","BTC"
"1EY1hxYYvZGQrn3Nc4gUM4774LKNsz3BRd","5000000","BTC"
"1GeqASq6DanuHmnnLUZtPy7qoTsFegUpPQ","5000000","BTC"
"1JZi1Kw4hd52N44C3v69WYKDe2MtbsZDzu","5000000","BTC"
"1NxindkGzhN5NtVJNVEVjs4cyf7N5HpvDr","5000000","BTC"
"1bzujCagprHhvD8eGxABtGAMPwB9abtV5","5000000","BTC"
"17ryWq4p8JcTu7HowWB3XhjyfoWyGqWeMX","4990860","BTC"
"139ZwKxTpF3qM5YCXb7s6pTWzwjQxzFquM","4990000","BTC"
"1eqtpLFHGoZgdQoXje2Tg3CR3zNBwDwEQ","4990000","BTC"
"1jevRacaDpNdGGx2K4yuNTJrzqjPQvzXE","5070000","BTC"
"1AFX52HBKMECRkySo3fT247qzqMQVkpyq1","9985600","BTC"
"12ESBzzk6M3XeftB41Cnm5FruST3eVbgSy","4980000","BTC"
"12PQEbcf3T6Esj4gh4v2GqSwWgQK8FhsmM","4980000","BTC"
"13ptDjkSNwis2YjZqdAQuggPfjtr7faBfC","4980000","BTC"
"1AAVo7caVVszsV5jN8b1BmjrdHHSXDXPgK","4980000","BTC"
"1Auhig1zwEfwKtCQT2KV1GhkGJgWnoboRE","4980000","BTC"
"1CnGdtC2HX5rDjTfkebLej1mDgRxaAt89e","4980000","BTC"
"1D2Yq7EQFBFNLABFDk4fYoSPmq8f4W2Mf6","4980000","BTC"
"1FGXWtzKxsZS8m6H8G3F49y4dadZ6z64Mp","4980000","BTC"
"1HGjPwZBC4gYrQbVAnWdBw72BSfNHEZRxW","4980000","BTC"
"1LSxAYF7rpNuWxuiSyWvPaZeCeKuRh7SE7","4980000","BTC"
"1EqbSuvXzQ3WuW2HWokB6oaiAJVZWFvRsN","7362700","BTC"
"1FmffbV7NvaVFxrURMgx2z9LvhGDjfvfbV","9977800","BTC"
"1MVkkUSqW8k8JHiaoAdCaPTrvHSSSqzjKb","4974000","BTC"
"12UfVWz9zurkPSTd6QGSbR15bu7NmfmK3o","4960000","BTC"
"12WFygJMauSQtGoFduQCkRA1v8fCNtxno4","4960000","BTC"
"16m82GWSVu1xfsaJXTtvVDaPXByBQipPfp","4960000","BTC"
"18fn2dNbKB7izQRxvmPWnamrMpf3VMcvis","4960000","BTC"
"1AEFyDFUWTCHDUk4nmqchUbS2sPCUnQ8iM","4960000","BTC"
"1DEvw4EwcFWvf6BoSWhfXun8nnhj2BKygN","4960000","BTC"
"1EBrPfMjF4h8niEn2mNTkj4kDchXqHPdPG","4960000","BTC"
"1FDpsaG8osvVt5HLXsgkqrpKUkyRLFeqsp","4960000","BTC"
"1NrJHSfocSUEZoydB8d4FZpYUvzj7kuu9A","4960000","BTC"
"1PZFG77X2Th2hrHsqqT6LhzYcLz84S9zeM","4960000","BTC"
"1LNf3xm1kvfkvai9q4HCcJYwNdbs35krSn","4914912","BTC"
"1HCKV2TTg38N45JheTPba59Y6v5xHrGNqx","4913000","BTC"
"1ABA3HmUAwooPpC4t2jPjeDwDatHnZbgg","4900000","BTC"
"1ADsDkMh7Rm9UzA7nDA5MmcqGfZJ9YH3a6","4900000","BTC"
"1BRhPRpaMCRBSPRKyE9piaqoKN3MbcAWPg","4900000","BTC"
"1BvHiDTpundaeRLn275GF2EswujJ7pfzG3","4900000","BTC"
"1LdEVVyDTKcVKSSaAqLgvXs7t68n9mcDHk","4900000","BTC"
"1LgeB7Zj2qfStHXbyHkZMPRAv6HNwzxAyr","4900000","BTC"
"1CFt2LfjGntY2XFiV5ybzFmb7qQgM73SsF","4800000","BTC"
"1E9ft3yq9MKwi64bAoZGUbN9oveVGoaAes","4777000","BTC"
"13BDuiapDjo3iMoWhKWbhQsoyXioDUZRzK","4652346","BTC"
"17TsVVqaywRF3rjVbmquYwRLGSDFZE5HWk","4600000","BTC"
"19LKNTPoEu76RmrQVBkypP2iHK4VZzNxFG","6550000","BTC"
"1MoaZbVH37AV86xZo1edBgt4Wt3SY1vp6E","8977800","BTC"
"1LnxpT8rCjxHTm3yNypBfc6CfHEjb2U1ek","4444000","BTC"
"135Cy9xjgcRHjJniB93hYjeNvECoEkCNBi","4330000","BTC"
"1Q9bASEX9vA6ZW1hV4iiVAChg9iQp7txXt","4280000","BTC"
"17ViLZaEKvijqrknb4L1bSiC1BC65k7nxx","5298759","BTC"
"1GzUDq5Fph7wq5cv2ouNMmDbN3it6UbpgF","4217109","BTC"
"1Fkb8gycuMy5MCRUgKAJCJY71ny1eyBVEs","9170000","BTC"
"173gLKQkrsxAzWoUEMPYS4QWUDmWg79ckT","14050800","BTC"
"19xMhqsAHLnNKrpB6XZhtvyX1hDXTtCh9w","4030000","BTC"
"1Ak6nZgSU9KzYpvMEAeCugNLHTNyHMVNXA","4010000","BTC"
"15KZjswxCdw6e4TBooBAGs5UBL1KzXVpdi","4004140","BTC"
"13zY9MBnrinYB5oLMbHahNcSXXNq7NTAnh","4000000","BTC"
"15LGnhPhpTuT69MQPhfsYfpnMSV4caZqHm","4000000","BTC"
"16q8ZcxVs3yTXgynbdRcqzkYJJ2AiqViWa","4000000","BTC"
"1HEGMGR6i27ZCXkgKEjACGQEuQHDw6nEAC","4000000","BTC"
"1KzrKWayXZME248v2qL2eLrHXD7Eu2kLYz","20066460","BTC"
"1L6web4p3sejf1tN579BvgCncdXsu9RuuS","4000000","BTC"
"1NZKmPqzr61PB2ohEKN1scxeZnbJSviqR4","4000000","BTC"
"1NmwsoHKRkBgvBTQCgQnQ1Bs2GE4sBNYRT","4000000","BTC"
"1GEo7Ku9tai37QCH8tEDFbDj4cDaya9kBj","3995000","BTC"
"1MfWUDoVWnwv8shpjFy5Si8XKYKVQ5t3iK","3981344","BTC"
"14YkNcQW397GMDFYaBoFa5bEJKMiRvkJTU","7960000","BTC"
"14g7DgPkTFLwvzbDedFFYoUqvSsv1oWz4u","3980000","BTC"
"15WEhfYivxsJFpuWGQ1iXciRAqbepDmE4n","3980000","BTC"
"1KkPQhEXYnwUhjiCW7FgnDHsDrWG9yC8aC","3972800","BTC"
"1MPMCVtWAxaSCRpbjxqe7wKVRhGtjtL7MW","3794369","BTC"
"1825CwwJdoFgaW2Z6QVrq1VG5zJPvdfSJe","4739780","BTC"
"1GKfYZDy5mE1pJwBSJGA6FoJycMGa5eEdr","3680000","BTC"
"1Q9Sx1xZLu2myXvndDf55iSWcZ2e6Lvhy","3610110","BTC"
"1NsyxCyjsMiCrkHfdarRYReMvwTzTGyQ4e","3589378","BTC"
"1LJP2GEBFKE4ZCiWfMowcR7QY3MbCtuxk7","3561370","BTC"
"17aiLUy8Lnrz34UtdhY5Ze5mZVbnFS61JG","3544580","BTC"
"17QF2FHH9mKVushdDhsD8YgJMmwofGLr2x","3336337","BTC"
"1BjYCw4uPkjykPwp3Yv2SA3rNvYmiNx3w1","3300000","BTC"
"1NdCMW55h5pV9QEqvihoXwgXneeryr28Lx","3279900","BTC"
"14wmjRNA4Z3zLHkvKLgtDgSDboyS6xU5pa","123211608","BTC"
"13dVS3xFyhJWoU1hzpCcszCmMt9U5cpf4x","3200000","BTC"
"183U1urh9TyEKefpC2jrm3JUnQt14RtwME","3185000","BTC"
"15hEGoJNnL2LdYDWoVtz9NZsdPS1TDsGtW","3184000","BTC"
"1N8uvtpxmjw1Y9bgLLswskzzNkzwK5dhzf","3080000","BTC"
"1Jn9pE9jbhC2Snx5TKDT5jLGGoWkhdwUeV","3026118","BTC"
"1Ak4o9k8XXiXSnyWGb29FseczUfgLzhsiu","3010000","BTC"
"13H9afyCzjHbACNQ8bkTnKrXQ1hAJrb4Zx","3000000","BTC"
"17qggbrcvCXJXXEy4LLzbS4FYYTRazidiy","3000000","BTC"
"1HmsmULS4US61MqNGzN9deee36FCdxqGVt","3000000","BTC"
"1MoKzY326rsVjzNqt4p7u91kHDzBt2BnUw","5977800","BTC"
"1ETPPGWfq8zTLrgpcEaG6CRZDRsSAEr39p","3293552","BTC"
"1L5vD6ECrsdVD7qqC7ZxauuZU5gqbZ9gP9","3990000","BTC"
"136yuYwtb81HrzAjftBRi3T4RcMeSeUD4B","2982000","BTC"
"13H5AtH4ZDf7bNR5uxkQo8RCuhC9pwqyh8","2980000","BTC"
"1FY7hJs4gqgpLeQ6ZCYE4PLxFiLtBDrCqU","2980000","BTC"
"1HBmdFdbTXVGaqmKKmeeCnhT9TCVfcGPzg","2980000","BTC"
"1JDnU2PkNs5ANAb882f5QFirv2Pbs1uF3D","2980000","BTC"
"1JQLTwcactwrnE1z64w7bDz4fkYngkJLGG","2880000","BTC"
"1KnXVDfTzBC2pc8iChKMB8yCmqWoynDELK","2880000","BTC"
"1MALkWY7UXJpeX3BL2f6f3AkA8ufcMpSFD","2880000","BTC"
"1HMwq4xw1NqGFs8qMQM4jgc6mZ9N2ofusC","2776958","BTC"
"16Gxdr1bNjYQy3kvuz3As4eT9SyXLu2Yq3","2700000","BTC"
"1L13au8cgBZDxVj51BYW7hu42vdVqnh2q7","2610000","BTC"
"1DGoFZjbGYd5baaja3Wu6QBC51gNqLfJ6H","2587773","BTC"
"1LiaMnsgopKopcXdE84Y1EdWLRSHbaF959","2577403","BTC"
"1EPta1KkwcQUpipFDcw9uEUHYi9hhp7L8F","2560000","BTC"
"1PUAxJspLqoo6rFh6bGHcz54qDZ7BSkHXk","2560000","BTC"
"17QRy4JHn6Nvp3BMpTWcDBwtWVj7TxPJbz","2555254","BTC"
"14HpJm6JdTdZ2viqfUFVZr7WMZwthXJirS","2510000","BTC"
"16axxASPNRVtmPJRahJPS6raoCpyrJXC5L","17000000","BTC"
"18KhoCuGJQcd84mREMXsv4Sw2TX6YTpUtv","2500000","BTC"
"1D24yCFPsgVcKMPdjdb9Nn3RHNFmW7jVKN","2500000","BTC"
"1EXrpbKuUWsHQmtnkFvSX8mpDikm2depef","5000000","BTC"
"1a1t4erc3AUSDdgct1tJhvcudHY4XL83K","2500000","BTC"
"1HTSEsbLvivuPgZsLQeVH7DFYPhMSdV2Z5","2490000","BTC"
"1L95b5fg8JV8Cro9D5H3SR1VU4K4GJUgZa","2490000","BTC"
"16XmdX5FnGhUUdEHom8ETsdBHq9f51ZTE3","2480000","BTC"
"1AMgzGuR5r6mYGFrqZmThC46j7aQ3ihSby","2480000","BTC"
"1Gs2hirnAxNYpMrNVcmSP1dA379stWFtcs","2480000","BTC"
"1PiirCykkRxePnv2KZido4nkM1w2Xi7DnH","2372344","BTC"
"13Z1rwdCJB22UDBBKnpabCwdCFwmPGQDDG","3956080","BTC"
"18N8jT43RvYG2XJn2SiWoWPSFYxTbLEfXc","2362000","BTC"
"15dg44ajUhAiZZ5Eu2VsFxcJ9gwYmEf1gQ","2353192","BTC"
"14Qz9BLfzmvQ9iuLZdDB5pkUjMbKj31KhC","2320000","BTC"
"1BJyh2bmBTaqndH29xdUtyuvek6MJyZgbu","2311668","BTC"
"19fox1YFwiHt6T2Y6on2bcMxNpxPQnGyZR","2230000","BTC"
"1MPbmmuL8v3nz8zgghngwunF462dtUpctb","2140000","BTC"
"1PsLAEYBYgjvDL6uf1YfhNceevEJURU8ur","2100000","BTC"
"1fibp8xmpuee57ax8wHxzqNrwFYhdCcPp","2100000","BTC"
"1BLwP5vSV6V54uA4vV2UyVFNZPhpqQGq9v","2080000","BTC"
"1KjER11xmiZzAgSK4txuMGPXp1AdUDzzd3","2080000","BTC"
"1P3CQEn7SuPDfja5J9EWYHAYuRm5ypJcAQ","4433776","BTC"
"1441t1TDHyqs43a3uJ5SA2zoWWsFJZvsfu","6018268","BTC"
"1AeqCchKQ65bAzu7AB9fZCwS3GHA3xmRTz","2015000","BTC"
"1764REsanhg3x9AkHP74LLHGHMDdxgWEFr","5105600","BTC"
"12aWut1YMQmFugzori8MJdwLUTVe6VvFKX","2000000","BTC"
"132MgY8CQbyBWag87nYwyTdFZ5U8NvLmrx","2000000","BTC"
"195JEn1qkg1XVrubSZMSQVXtjg27bYoFko","2000000","BTC"
"1KpuNoQkJNpsZJnY3DugszFwqSYJru61P8","2000000","BTC"
"1ijrMvXBgznnVkjEqrATmhS1CAvoLKvaS","2000000","BTC"
"1NKHuJNu7afqs1pAURJUf97s1xvMDJvop4","1990000","BTC"
"18mxDMxifwrhBJ7b4heK3cz5CMtoj6Ra7i","1986018","BTC"
"19qssXdsj4c3KpW44vLcmzwz75VxiRwjgu","1985937","BTC"
"18CRUgtGyWmPeS7ZcjP39ViLA7gxhvBAf","1985000","BTC"
"14QBD4yPfZhb7eo7fJxhgD9QPbqcVJuyaP","1980000","BTC"
"18NxtZoUe8D2wZXRH5D6XgNsCE3M7ijdYC","1980000","BTC"
"18drJ3uLaouWuyi3NSM3in5N9JF4pm5us1","1980000","BTC"
"1AuUijLvShBqueCP6NtoWus1eCqAfyHjcZ","1980000","BTC"
"1DjGWdf1jkauNrPwibns8tB6UcUyjGdVyT","1980000","BTC"
"1EL8hktPChJJiNi9hYPcXsGiW8Ez3DAf14","1980000","BTC"
"1JKKVntstutY6erVo84y4CnEEJunG6zkHZ","1980000","BTC"
"1KCHKx9LhVuPdcH4s7aMnbWCgSDXqFSzdS","1980000","BTC"
"1KZE8ht62wizbepuffnkSAx7RQBYeBMM1t","1980000","BTC"
"1PhfNxh6N6KGx4PxQsrCqAmsVLezjpRjPH","1980000","BTC"
"17E9xU5toqTYJaBSnxqWxBUjPsHwpew1dC","29977800","BTC"
"1GbvcxkDCCNb1Bc56x3vzEgDfXd8fSdiNF","1969128","BTC"
"1BkxpUbytPeihD1GsMh2i1SCnTftKBKN6f","1960000","BTC"
"1LkzQ8KEd9NabiD5i1ycbFAhcvvaykBeZi","3920000","BTC"
"1Et8xg8b4sbaUE3y9TCVzJ38PZUyat9Yuz","1900000","BTC"
"17UmLymeJZkdpgKy4dpFMN3NoYar2Ut666","2887924","BTC"
"1Cdxh99MULCx3S1581ai6bVRhdF1BJwsB7","1880000","BTC"
"1B5MaHf4sBZAh1urx4pVYRPPYrKiV3XeZD","1842610","BTC"
"18z6oxRyMhT2AKFJ8XwCrSLzH3NE5v4tpX","1800000","BTC"
"16tCLGiQoYX7XDS692Uxk2mnbeiSD86z1Z","1780000","BTC"
"1CSzSppa1uiCbYwZCvdMctPS43prmax7UG","1680000","BTC"
"17HRCTWj4kZd82efmkUREvqddNmoKUhtGb","1655295","BTC"
"1F7E2HtCaMm1QXMieSb7mXv14ArbdFdDEk","7993007","BTC"
"1U4Jj4T9zQTSpARzfsAUJvSjqBWM1gXS5","1620000","BTC"
"1JWpBjWoFKA9kaEc7Y83kuSZgrKVzZ2keT","2387800","BTC"
"1GG7n9zt5V9DY3QHuJdv4UBdKsHPiUWhcY","1583205","BTC"
"15xGtGUJm4dGAW3Af1c2VrTh6zYY7zyDh1","1580845","BTC"
"1MoMakHEM9sP7ViaeBpz1hTT56aHNN4heK","1580000","BTC"
"165YR9YN4oDURvGT3v3fxbnkZY2oe1myyF","1500000","BTC"
"19fwDtGRtSUL7mSPEtj1gsR7yPV2HtJSjw","1500000","BTC"
"1D9cJEQnsvAECHvUqUMVhd5qXKFbPBDgCQ","1500000","BTC"
"1GWF8TGmBsmYfa6fxTKuxZntKbkqADxSAR","7000000","BTC"
"1UWUSHQ32dKV3951tCoJuNEG1z4bxx2Tz","2500000","BTC"
"1CzFfdLQ5vBv527KwZn6E9TuEPz32wVnpo","6443060","BTC"
"1Jra2oGPtPCWCg7cswtBaZhZQojxrbEcAg","1490000","BTC"
"1PDsJT4LsWm1MSnQ4n5QRs2EwVW2SZ6V2Z","1490000","BTC"
"1AkHNMGKM7VQMDWD5PLwoF61vmtEH3jLRq","1480000","BTC"
"1ApjzWLYp73G4Sxs7WCnMsV6XEkfhXmdF4","1480000","BTC"
"1H2xntNZ7HJH6bRAQ1ukzg3MqDJbLptBUy","1480000","BTC"
"17YykfuLPbJZm6csBhwDpi9vyWDvw7QTjZ","1457589","BTC"
"1A8ddnYFWdSr5QL6rUjJy5Sr8JozBSofEA","1398800","BTC"
"1MVkbGBW3A2AtYeDEkDWMfEt3HRhR9cbgx","1380000","BTC"
"1NWJa1XFWXbexzqMWXvofpWd9nFxQqJxpr","1380000","BTC"
"193RDRTBRic36iypacjspBNvtRooThRh7m","2904950","BTC"
"1NiGgTSGXMLkPcDYdGSqnj2UCDbEPMxxp1","1349750","BTC"
"1BRgWAZBEqqa8yrq4cjRAMMADHNGGV7Z4S","1340000","BTC"
"1AjRfArNtNw6WmnvHd5pSWt5YPz5uVo5so","1330000","BTC"
"1DK5CrkrtyA7yVFJ3LJbUf5yjcvPfLDaZ5","1327300","BTC"
"1G64DjGA4PUBZpz9tsGvTkrueU32J5Twek","1323279","BTC"
