"sourceAddress","sum(inAmount)","inAsset"
"1AeCY5NNy7NavRGNje1HfW4XixL9vQydMQ","49980000","BTC"
"1Ca34SEeoE82rGBWLWcfYBUMQuBCGLYKyr","49980000","BTC"
"1Cxujnn4RqkD9kHYG4AH4mLRwpGoZUf1Yr","49980000","BTC"
"1DBCtDGv2dLgXurbBJHmMW2QuubG8LuQkM","49980000","BTC"
"1EpCKiwpEwv4dqPiQxvu8ZFnLyAkNcjYVk","49980000","BTC"
"1ErKUV3S2y8JxA5jry2U9MP5L3KJ6DVUow","49980000","BTC"
"1HByVbRZnryrBT63bWQDfyuP8CVBLuHxA5","49980000","BTC"
"1J5nRA991v6X3S9gBk1JWyp6hvBdhSpqCD","49980000","BTC"
"1J9hkBUoe2MTAXYkxgyJqSH6TofrSzc44Y","49980000","BTC"
"1KwCQj2fRi6do8CGPkyecEJWTThbryvu3v","49980000","BTC"
"1MPWdDgejK3ounWRFk7dhwNvQ6ofq8HoK5","49980000","BTC"
"1MsbwAfLKdRxsr2gWRsTdZ7fWMBUmjB7Ux","49980000","BTC"
"1NoykPuYFnMPQbaD9yCS17yXJRFKKjFYcF","49980000","BTC"
"12Hq7MvAMoSHQVThLUQyEhVgHUTFK5E6nB","49930000","BTC"
"18hu9UMUpX4JqjXRHPDnCAsPyNzHghiQrN","49900000","BTC"
"18i7EZqzBwiqAEKitGEumn73aKajsPzUuF","49900000","BTC"
"1PBe7zs6M8gXBJ1WoneGmBdSCzA9LDWCjN","49900000","BTC"
"1XCLcoS8imLaSm7Lf85NCqiAoCZhLufQW","49900000","BTC"
"1UgePtUfuDbFZayf93MNVtqyniyhRd8T4","49880000","BTC"
"1KkuRvjYb97ZLkAiFDPsDrkibZREctwo8D","49000000","BTC"
"1CG2wVuhRuDbsjFDgwvgHUQesyEfD53gn1","48911200","BTC"
"1K3RyNvxguwCWSQNcV6AQAHwvD2m9dEmRL","48016860","BTC"
"14jrp6aQFMfxemwH7gXNPm8EYfnu9dWgnz","48000000","BTC"
"1Nas99znUwXHxpnRoEevVJgBzCg3TsfpnM","46855632","BTC"
"15v9YRWvhGrVPQ3trw9EcBFjCh9RoDUai3","44997800","BTC"
"1DSxkHLFnZRU9QiS513My93SgVDPgcnVwn","42700181","BTC"
"1k4g1CpqAtYKeiYve2sLHrTVja6QLWEHu","42000000","BTC"
"1EysetwzV7wo68uqB8ETdWry55XZvMdhay","40602552","BTC"
"1CAx1XHJg1HXofSDPGK8mSTdy2Q5Fiv4ex","40302726","BTC"
"129CcqwL3Sz2H1coxg6VEM9LNtjyZFg9EQ","40000000","BTC"
"19RQnEBNuxVcstHinngicPnEAq2484CAG","40000000","BTC"
"1NeV1z5BMmFpCXgotwVeZjuN5k124W76MA","62110114","BTC"
"1VHfgBs1AD3jcYvm5BNSLmN4mYGaLGfD6","40000000","BTC"
"1NiDKFndqArsQ6ztyc5kucXzQsM3coHrMS","39990000","BTC"
"1JGx6YYKSB3oaNbN8m3sCRELqnYWGavYUk","39980000","BTC"
"1JWFdhdU8ZbUrrnkZ3q9RLa6nNrKQECsi1","39980000","BTC"
"1P7wFYd7D4faJfyYrPx85cJXN3gMMX6exW","49980000","BTC"
"1goLtC4t8aMS1VAbAwsoKHXEy4HFC1U1b","39980000","BTC"
"12DTYGuaZLMmUYKtK3fQWAyPQAxoCgb1h6","41555800","BTC"
"1Aud1gDFdr3GCG1panTFNRUMwxegh7MrFD","39098132","BTC"
"17gQ2Gxyt4zJKDUJtqzBs148inD4HJtfEm","39000000","BTC"
"1Pa8fckbcdiMAA4twWyvdgbQ7QYoQMiBct","43500000","BTC"
"138av1wPLEhBjY8QzEbxRbkiNYJJeox1yW","36200000","BTC"
"1Fnr4XzVypqhR4QM4kK8mUEH6gRkiMcrW8","71893728","BTC"
"16TzDaaEDKLc9DtgEEhUZ1DjcaDNgawVyL","35000000","BTC"
"1DDBdM7J94hX9EiTPYFoLv8Nc31GdNcJJG","84571600","BTC"
"114tRzQAmfoMWDmMCoP5aJitfpEzpdowhC","32980000","BTC"
"14Xmx5oF5xZxw5hUMzGT4w1xAuxdihJX5f","32000000","BTC"
"1Papqig6QgArDmBWK5uKqhKeTghQUVJzhA","31987800","BTC"
"12poY6yG1b7tqrTGM4uZZqcnB3E77wkkKx","104073400","BTC"
"13B9gPZHtzWKyZHYpfiBKqjjDpdm9wKjxt","30980000","BTC"
"1KHmTJoyX8MDnX8WMtGVQ7kDwabtFk1KTf","53994588","BTC"
"1MBquRm1KJzPJu8R7EvMEofaBLvePXmaWx","30480000","BTC"
"1KFT1EPAzP1wmr2MPXwxrc7oTSq9quiKrX","30359181","BTC"
"1HELUgmmCDo9TNuUEFZPWMgTRthRvfAs6D","30300000","BTC"
"1FkFsgBonmgUhJVMHhExDNwwjSpPzVEDg1","30010000","BTC"
"15xjaJbHbNZaW8s7tbsLER21XS1LEWayMj","30000000","BTC"
"17j66fFP49v3KDmRxhB3G4ADdE8F8ECscj","30000000","BTC"
"18676xTSXsJB4aK5Yk3WDKtZeJANMoJ5dz","30000000","BTC"
"1BZZA5L8C3naLnzRjqA2QnPvKi1cYiS2fF","44800000","BTC"
"1LvEqu8WkyWB2YmrLdRLA6u3YxUoy4t6VC","30000000","BTC"
"17YQdbTsmWGaipsZfj6JNZR1kHM4jmPCH6","49977800","BTC"
"1Et6BAw8SQvah41R7svTTFSW3yhxkH118R","29990000","BTC"
"1FnTDJnyUX6T34NcbVwEkAPyb4LsenkYo5","29990000","BTC"
"112JkpZvkyugGRXRb4N8UYAMsiV6nVJrzj","29980000","BTC"
"17jLdysPxcatDUxHr8Z3xX2sUeCV3Hcah5","29980000","BTC"
"1BmM9RCj7omK8ehkwwk2esUPEjBKQWA6TK","29980000","BTC"
"1MKFAsUfVosizQu6Qs92EotLnU9kP9kiTP","29980000","BTC"
"1JXwvJV9YNzwF82CmZWXGNqAD4EtkcUVdX","29970000","BTC"
"1MUYzZZS67DoY7vrRpEPidRK7wY2boSHF5","29940000","BTC"
"1pCwmHMTYCopJuMLi9uhtpvyEYP6SFyWP","29900000","BTC"
"1HufgAG6cVgbVVSwvJmkENZxchcmw76qqG","107233408","BTC"
"1MGVFvLs9wXHfykS1raSGpUMeqnbySmCeg","28000000","BTC"
"14r6Az3HVEDqmAD3faXQBtucpSCB8ZuBth","27990000","BTC"
"19YEp28Vfzi18G2m4oLvT2E6Vtd7yoqM7o","27930000","BTC"
"1P6v2PxojLojvCGNqNCyw4x6i3VQq2LwJY","27743812","BTC"
"1g9K9FJQgSWq9rXFMXAEvgRAUYaCB8XF4","77500000","BTC"
"15YUHKABbTCq22mJy9KZxLqhPMJsfKSHiB","27440000","BTC"
"1NzJjeSGknafu8sk16M6sTqNrYYHjB7FPw","27263827","BTC"
"17TA1ebsKtgDVMXpKzLq94vQHYFVRRvsNx","25972002","BTC"
"165Cr38HsyzFc7BMbp6RRp25StLKniFbAd","25010000","BTC"
"18seGMgm4U3YrGfc9iKZDu4zT8yCoWP2LU","25000000","BTC"
"18xv5PVhyhhQ3WrbAoohZHqCS29WMHx3YD","25000000","BTC"
"19WmiQjCZQ9f9Zite1GKCavRFaDeHDeJGD","25000000","BTC"
"1AApRrAVz1eBLkQA2THHjaxr2Rqc72LD1u","25000000","BTC"
"1Aej74B9v9iHCy72XfHiygzG3h59PHsSGR","25000000","BTC"
"1HkeYfkxgHvYDvZfurWe4ZtFMBFKiw6JMw","25000000","BTC"
"1JiU6JA8Kjp51sgNcQ6QqnW9YvDcVH3DoG","25000000","BTC"
"1LcSDh6FEFh5HtAj92q3ATk67zCTvHCVDB","24990000","BTC"
"17DyCSyYmievFTexqFgajEjX52Qtmymmrf","24987800","BTC"
"137jHw4PKnGz2bvHRoD3dTVq1hzjpwgso7","24980000","BTC"
"17VnZ3Yptfh21pV8dfrUtYiFyk2ojTSuKw","24980000","BTC"
"1FQVfWC3W4gKpDP7AdzpEsrAEpMxzSi3Rw","24980000","BTC"
"1KbPUmseUoRy7WM6aKcp44jdsDA3GsZinB","24980000","BTC"
"1LasmGZBkzRPBnvCvmGNAWTjw4gU9DJNbZ","24980000","BTC"
"18NNnkZoEMvSHoG1ADiPRVcrPyGMWFupbi","24970000","BTC"
"1AWi1iUJNioYy9raS8z9bHAkgKo7J9PurK","24358373","BTC"
"14mwUkCHhKphtwX2ydXBgTeQoZAXpY9cSo","24000000","BTC"
"19TvxF4QUSeNa9wVA6SaG1AimrrvVsnDMw","23434928","BTC"
"1DwpCXA8MF27eD9eRyrW3Sa6n4C3yp8zXf","23190152","BTC"
"16ba88JybW55NNWsDRbh2XUWHQLWP4E8GW","23010000","BTC"
"1AGbd1PitkEqM9KmzRXNEuTiiz5N8crDJt","23000000","BTC"
"1NmkhzmQxcT8Gk7ge2tbgXjuuvXGMYUBqe","22920000","BTC"
"112EfybTk5Dv5xyEHjEEy2K6TwSunUWRXr","50798660","BTC"
"1FiJVuaeicfkXGyWA747Y93iVAns9H5isb","22541414","BTC"
"171yLWNYB9u8tF6Xqi91EE9wcC5hFFLGp2","22200000","BTC"
"1GwsWjCWwJ5qYAVEPemjhrw48rbrrMPvSj","22072550","BTC"
"1372PC81FYssKBMPWK9Agsr7iec9uhJb4M","41180000","BTC"
"1M2JXbpiToV2NSMf3EvE62GDgFTtv4t4Kr","30513400","BTC"
"1Q9fkVZMQnsxMrttBKUWfSn7iAxEDVfxah","20980000","BTC"
"1DwyKXCViRocnvp4aZLv46vMsb9frV6zyw","20977900","BTC"
"1EV2q2uTqTuQTuXwNo3G3PgvyAq5QsmEwK","20500000","BTC"
"15V3Efx9ntvSp9axnMjdapTbbpCuhpcqh7","20401523","BTC"
"122KNFqEdF51YSXSgTuoFsUu1RzrQt5dKg","20360581","BTC"
"16E9E5vuLfBdD9DtWu5ATDxHDsuk83LYJP","31207656","BTC"
"1NNV3Dst8WHseFJwiGRu249478xkSyxv4Y","40189342","BTC"
"16QvDKRWwunLLpWiyfNHsipV89hCuTMvxy","20080000","BTC"
"14ADc8cmKV7Cx6Xo5oRTPDKG57bwVPswuE","20000000","BTC"
"14hNmW324xeQgEfSbx9s2fRpfvHwHLuYWU","35000000","BTC"
"15DW4ULGxxMAh3Fk4Rf6iYB8jHiw7kEtCZ","40000000","BTC"
"19BKT1b11Cdy4ww8nxc2rmR1uDzDtGQcwb","20000000","BTC"
"19h1G8Hu2DTfK8MJ878ZZtrkpLMZDiUQy1","20000000","BTC"
"1AQmyfKFLFP5eqfR4kzn7xNgHfvtpSrWAv","30000000","BTC"
"1Ac3En3z2SXqVg4QNvpmEVGiJfLitsabQq","20000000","BTC"
"1BMbxuoWwbCsXE4Cfiw5yYNUaRPoPS3QPu","20000000","BTC"
"1EfEP9AhSNYPmUebXKDgH4PhhLJqWCH1pL","20000000","BTC"
"1LFcN1FqGZTpm4eMwNzgaun5mNCnw4WanJ","20000000","BTC"
"1LWpZguH6vYXRwBq3S88VMZzCXWEnd4j6Q","20000000","BTC"
"1Ns9JbP6Ma4MVFzLcdBAYXzokeWGqvyJh7","20000000","BTC"
"12LntNWjuD2TccwWR4qVGK1vDVCvo7puYU","19990000","BTC"
"1DnFqbKnA4xDpVzTgosxFZp7bcnoEFHbZJ","19990000","BTC"
"1J2mh6fdwsv5T9DkCQoi2HzXQTNGPvyXXZ","19990000","BTC"
"1Lxr9XQrYs4FrpexJgoxNWtY3LHTEgcxFd","19990000","BTC"
"1MgyCPgtyhYzb4W843YFFcYK2FUZMJxF1C","19990000","BTC"
"12gZ3eaFvKb7PTwdM9wL4eAEQRaGch4Tow","19980000","BTC"
"12q4opk49GmmSQTKUizKSUcVhT2jjD2Mrg","19980000","BTC"
"15j5TkecYQaeUXzJbWEtD9VxDka73aGRm2","19980000","BTC"
"16R3yr5iZWTDNCQiPigeVoBmXbn8pFDLev","39960000","BTC"
"16jVqKSyCc2S7m5HN4hnhkH95RLDGJAPWN","19980000","BTC"
"1A9UbopNk3KuzcmqsorxaQH7RNwJXKv81f","19980000","BTC"
"1Bzt1tYc4aBNr3WijmvU9hmrVJBbuFADgj","19980000","BTC"
"1CEzmEhVgf8uHR4vnifrkXHG8WNXZWDdwE","19980000","BTC"
"1DCKNXP7D2au8vo9b3MgTrPTQCWqHchDAH","19980000","BTC"
"1FgcnQi127EdJLTLrBtdy9xw9pbpA8use7","19980000","BTC"
"1H8NVmkqh67AHNiBQ7gDNLhSFDDM4vaVcj","19980000","BTC"
"1Jbf5GKDrJjn8Vw21wESkfv28UN2E8Lyha","19980000","BTC"
"1JvFikGQ5hhD1pkkyzr5JXRVKKr4jjNxrX","19980000","BTC"
"1M8oMbJ1PDqCAPwCdfswVmYT264UVUVhcN","39960000","BTC"
"1NFc2TdfUhKdGNFQ9imMRFQ5dySx2FEx2H","19980000","BTC"
"1P8G5pUVeGNYzhkDURkH3wuXKmXKUpsThc","19980000","BTC"
"1PLQFWkM2241Ppuz2FgNJePy37cJzwSXb7","19980000","BTC"
"14MkfVNKJ3655Z5a3DMoBAGerHySY6oj6a","39965600","BTC"
"13vzHcWvUXC6Xj2BLSm2qEgmzDiSd2qWQ4","19970000","BTC"
"154Kab7KunAAYvn3JSEjtE3D51JCdkuQgr","19970000","BTC"
"16G477S6EQmWLVNbF7cgZUmgr74JvxNdnR","19970000","BTC"
"1HNGuEMd47vPtESLm2MLMTB6Ni8BbmT1Ts","19970000","BTC"
"1CRiL8c4vbXGLw2dbyg8asdP9kfn5jDdY1","19960000","BTC"
"1EkPXFbh9mkTdms2H6gUVr8xp7JsyUodHJ","19960000","BTC"
"1NHWTFva8Xb2dsH9jwH1nt16LQ7hkW2q7v","19960000","BTC"
"15eACm9fcBLqXXTKxtmFbDf7YBnpRUiWSj","19930000","BTC"
"1JtKKFKPFkB7CnhrePohj37iRDh6LbF9hg","19900000","BTC"
"1QvesYMSuAAnVS1r6KidrvvrQmGn96yKi","39885600","BTC"
"1BwsMAbgfgmtj1WG9pAcJM1KoRhkVeKzax","19880000","BTC"
"1MgiwW862sEWKCNCPd8EaF7oYmbXSmEcPM","519480519","BTC"
"1NPjqxAGGBNevmPVSRj7PdiMbSpPy2fEeP","19364440","BTC"
"169WzPUtk8vRPTsz1ixEm1sT2ij9YNdSeg","19063241","BTC"
"143UqRPuie4wYUuTzFixY7mz1Dxc4c9oiJ","19000000","BTC"
"1F4NoyMFZzanMcq4tS66kT21R9bgpa4rTz","19000000","BTC"
"1PeD1w6qrQQbDiNLeohEiMnBWj8MuedxRS","19000000","BTC"
"1Mw5fJyMpwvncTGnJQEKKNHoWJt6cmUgaZ","18903900","BTC"
"1CPv5ZpwzWRppQ1jjMtJhZDSb3pfyRRTdG","18835656","BTC"
"1JNTiLA5Az4NwJ1iMGonBHdDZubRGz36kc","18800000","BTC"
"1AdL5B2thgdQpDtTBJgcLwmhcr4B8otdJM","18622377","BTC"
"1LmYjNmhCFifWSfqRVmvabefsmqj5UmkXB","18087427","BTC"
"19Ke61epuA4h7wMero3PjCgX8hEYGGx6P1","19977800","BTC"
"146bNp4SmBbnxyNXboSPEDcdKG6AQgz8pd","17980000","BTC"
"1GztWET3ZkxbopzLCQoLrdh1DwSCquSW6W","17680000","BTC"
"1PrCDMYtt7RSLfhMjRogA9iuASKk17z7nZ","90880718","BTC"
"1GDJUoGkNu7FQqcf5FhvNbE6Mtvpi3DWzr","17114582","BTC"
"19C3dqFqhhAwqh5L4tAdFeDK2RQ9KbzWAW","17020000","BTC"
"19j16A3QnYmCqKAxRjproMm5fnHiQcyJUP","17000000","BTC"
"15EFaqte8pHrjTEhJVjNEpiM7SbAzNjEQb","16998842","BTC"
"18rpFYCoSxzgEUPnEq5LNaWHsFFXEAERsE","16987800","BTC"
"18hfDvuuEadbrzBjj3JGJXa8xY2BHZCMaB","16980000","BTC"
"19KbRua8dRQePX4oGj4dXqP15eRhG1b3u3","16980000","BTC"
"1NZTjGKcTsybkbT6TMjwTZ2bQ8TubFVvB2","16970000","BTC"
"1NytpEjVPRhJxzdbdxZZGFm5sbiZFgVW3Y","16331900","BTC"
"1BT8c6poXgeFASm78ypY1gTShjgrQP5VmK","16200000","BTC"
"1K3vYHL8D4zHSwnkH5wvqB2uxERz5fKoGb","16060000","BTC"
"16iykJJ1d9t4v3Y7UbTU69H2pr8ZtpMHc5","16012501","BTC"
"15DhQfLgapCQoPDoGLZJGResDShbWkTrmq","16000000","BTC"
"1AB7f5rbiNG48Wz7Vj258wdhz8roesRwN2","16000000","BTC"
"1BBa8LNzx5iAwFfrsu5i5xfxryjkYBSvS2","16632800","BTC"
"15nrGe8oP7wjBsRJnvsXP8yktVgkuU4jJf","15980000","BTC"
"1G4xAtdsy9k6X5VspAnZwf2MJPQp4SBLWk","16063052","BTC"
"1J9pVSQ4j59MBmRhuAfSKtu5Yip9xzE3bA","15960000","BTC"
"1ABhujRyjwQg9zNSXsuaF5GVgTzfkzMVPM","15930000","BTC"
"1BTkBLnpoyum9C94sBoKo2PWFgbmyJPEus","15207314","BTC"
"1KucdsqBjXW6gv9M3YiC9RBQDUdzmjvGDy","15080000","BTC"
"12r98JnuL1WFHkGFAnXMGkqahBokAMmCHY","15000000","BTC"
"18b3nEGdRkbBMGkqKwsTnTiYpzjssNFwGv","22000000","BTC"
"19GwncH8YKDuG3XhKYzRd36eUGzeXhHYKu","15000000","BTC"
"1Be8FphMsjEfGVuswzYNXznHnJtq5ju8AB","35000000","BTC"
"1HcvuqDk2u1YtSPEKEfUzooxaZfj8vwU6x","15000000","BTC"
"1MpkDhMcepPAt2PeUFWAFLekUrxKMjf8Hh","25000000","BTC"
"1PVqiyJbjeUDhPMrSEcAJJYT4QoFqTjxnu","14990000","BTC"
"1Hzppynv1a6ahmrXB8UuXtw3aznphm73v9","14987800","BTC"
"14btbjYRsaJnhVoeHC2EkYM8gN4mxPGTTK","14980000","BTC"
"18VDu45dhyCW545w1K1UhNYu8CKMdfm4wD","14980000","BTC"
"18xUFDQ79uZ2eFv4j6iJjBq6r4ZNxnyWGv","14980000","BTC"
"1Gnhmbk8xFqXB2fGj8Hfj6kMbnpE5mqJ1m","14980000","BTC"
"1LMR8XKouJHehuATLyaiVEMhCuWEVeQW45","14980000","BTC"
"1P9W1MUuFXxt2un2hc3PZPVakXkucZchQy","14980000","BTC"
"1QGGuSzLJC8ze5tDNKs7WE8NsZSSTYXCQx","14980000","BTC"
"1JywhDTn2xJxBX4SDoHc1FWMXi2nBAnsAw","14960000","BTC"
"17Y3Uj5teYHs41oa6Ss1z3eGC28HqoGGX8","15897719","BTC"
"1Gpzc8bai84o6sdMgAkq3s2oz2n2PCp3va","27382791","BTC"
"1MMPhMUSRc7B7iNF3pvhd89hL7F5QZBrUT","14500000","BTC"
"16UVpooQsCVFRNx4PNfLvZc2FvM6sfB5D9","14055784","BTC"
"121H6mDVcbdoAtCd78QXwhNy2uAaNuVXCJ","14000000","BTC"
"1AsGCn7LJ3ft7qS96HH7zrj3eektBvjFJj","29000000","BTC"
"1FTA48pdEn6NQKZJi5ae2QdgPc9nmTNr9Q","39000000","BTC"
"1MJc64AxMdqpqhQJxVMHxNoqdR9widefQ4","24000000","BTC"
"1JMjJ1vt2XiHDKYLVU92mU3ompJmhAKn9D","13980000","BTC"
"15Ud3n4azpTQcJYGD9HbfKCuPZcLgmqCea","13800000","BTC"
"1npdS42BVXu1JuU23RjH3yYvWgfYEJVh9","13740430","BTC"
"1feLNwRkoMq5cWL29ChBQQroqoTqyPzvT","13739920","BTC"
"1NRfjqCutQSwtaWgrixf5eiRFoFgNtfK83","13462605","BTC"
"18rPsB42u7vguPoMgZfMd2zoo5r2pfSS2R","13000000","BTC"
"1HEry4ofnP48ysWEyDTkyLNNmPnLceLkAW","13980000","BTC"
"1QEraLA1F6o4xWd5WWPwX4jNHDhLCuKSpD","12877704","BTC"
"1Nta5tQ4otqDgh2TGqPS8N9MqtqDcFjV6p","12862010","BTC"
"1HeUao5KanoXTDECadbVuY5nSkh7RmZuRN","12780000","BTC"
"1AppBDz6MFrSbHtQwDrKMeNRjFYPKC68KQ","12500000","BTC"
"15WeNpEw4AvU2K9UxHpwmLon9tGYfE5ovM","12380000","BTC"
"17UGEb8GQJj6qhfaMUmfCrMqhDyqhy1eW","12320000","BTC"
"1AWrU4GSwfCYANLGxv8E9VPVoM3B4V8Ffz","12200000","BTC"
"1PqkXYLgmejtkWqu3Tg5QYrx7iV2DqC1sP","12064400","BTC"
"19V36KKRNL7JkgUy67mqCQ4LVjXDs8Q6ej","12977800","BTC"
"14F41Y2nKPceHgJxCX6fKGM4cpn5JDKBsq","11960000","BTC"
"1NhHJ779VWcgKN7ejAdcCs7A4JDcBz5Awm","11900000","BTC"
"14davautkGH4cdhfDxcTFv9gBF4r48SGL2","11427538","BTC"
"1BsT3NgZf5ppuQTc33kfRzDXwj8hm7Z2Nn","11405262","BTC"
"167CRYXoUNqoPru6ZEuxpMnLiTUEp4rSoh","11310000","BTC"
"1K6739FPQUWEH58Uz9VbKBGSyxoarernUs","11230000","BTC"
"13STfpWdKQWZnZeSCLRgCb5PhoHyRzz9GA","11980000","BTC"
"16UK18VegRgdH7VyxkmtPbZnAQ7QtYpK9p","11000000","BTC"
"1Ht2V27Y67iw4YWebjDMWd1NMpPDycvCBg","11000000","BTC"
"1H4ynR5TanFoT2CtUvyJCwPDT8CLHFrxvJ","10990000","BTC"
"1MwqTDjUZoiw6jzNh95YSbCWkdZyRgf4nc","10982389","BTC"
"17jtfnLGw7WDMTETYYcLHn4YE459oCUQba","10980000","BTC"
"1F1gU9QwMTLJUuArgwwU13B6ojcRDqWTn4","21960000","BTC"
"1HkECEqy7Hz9XHVXEnFvnD3AU6Sg1KeYUd","10980000","BTC"
"16B7w4W9qHEzNQuVXTu46RZbFYFFhapjx4","21937800","BTC"
"1JWpDcjf9ZD7fqudqBwXrALjPik5GLCpHx","440938000","BTC"
"17BdiHH9uuEgi3ZzFYk1CLCteVDRaYDkP3","10930000","BTC"
"17DP3LMdP3KBRaBCreyVc2SBhhMQVEqSrj","10900000","BTC"
"1LQ5eBkDcEu8EigtgHMmqKSoniXhcqjrJT","10880000","BTC"
"1FmHSxUmGaWjxXLDJT7b6qm5YZV5F2nFjy","10650000","BTC"
"1GPkSVaPoXhYgSR937SedDP8aWdJpvZnMQ","10593955","BTC"
"14oN8BgUKvRTH9bxLbmBv28sabwany42py","10519898","BTC"
"175K98w4iU28Pnwxu9khqro8mchEj9tqt4","10480000","BTC"
"1BC4Bu8kEtKzjcdxKdisN3kgTQyMWrCrU7","26381801","BTC"
"1CBttYDViBM4gA3LDqgav8n9VwpccuPNRy","48572094","BTC"
"14myN9JnAtpBv5r2yeZ5xGgEXAj41DdtrY","10080000","BTC"
"15K5kf4DJGKTuAfkdi77GihRELsmbgxWPu","10067800","BTC"
"16bBiJKzBSnawq1n2KrY12SAmBemPmEcwf","10024000","BTC"
"13gs6QacH9EAABq3LrcSuqxEtSFtSjuHjA","10015000","BTC"
"16NqtkknXM8KcND5tpGBRHUXvXMjqQL61p","10010000","BTC"
"1Bsr45jppRmwjAfa653tcHTLJuyoULnswm","10004200","BTC"
"13FLqVXrDeLBmL2oAmR5a7n63hAQGjhSGf","10000000","BTC"
"13fKGZdreGBDM33HSmiFNSetmk5KViYZwq","10000000","BTC"
"15bjH5Qq9nswX5MZsttS552AgFezyhZeVL","10000000","BTC"
"15fx1Gqe4KodZvyzN6VUSkEmhCssrM1yD7","10000000","BTC"
"16Cb1yASB9aZ9kVjxoEmGCDG4VxVb9uHPv","10000000","BTC"
"174b4K3N87mBQP9uD6Amx4C2wV5BC28TrY","10000000","BTC"
"17L3PB48WzCJdc51sXHnLKQiuN49dz62x1","10000000","BTC"
"17hFM3qA67fR9c96o9emAA9utkgutyHZcm","10000000","BTC"
"186x9nxZadTAKZxFfrM3YQiaoPVKjnEyb4","35000000","BTC"
"18GA1RRsEojEQe3Xwtur5nQNVaexMAJkqz","12480000","BTC"
"18ZTJoybvFCuztQ27LNd3k6r2ysBc8k69t","13000000","BTC"
"18xn3Jth46G5FRKG8fw351XsrSNgyGXsky","10000000","BTC"
"19v2KuBhaFw7cRXYX4JNLYHU9W2eHa1CZk","10000000","BTC"
"1CQ2wyhYnUBdYkUg5v4JqpiYXuA9YA3DUx","41500000","BTC"
"1CSZyvKZ2n4wpjCx2EzwhHP8i4kdkCygc1","10000000","BTC"
"1DBdHnQuWfuqZhJvGNYv9Zt8CzWFoAhXhR","10000000","BTC"
"1DpqQXYKoeKyXGfq3CJkkPzGGaExLd9D1J","10000000","BTC"
"1E8UWneQHooWPepVhwPa6M3SuT3anXQKnf","10000000","BTC"
"1EUjqtr7tryH1ayu8crTaCRamVu3av48vF","10000000","BTC"
"1EZ27CixqERaK8pCybRpbDM788p9FzV3sk","10000000","BTC"
"1FVN8yspF4dCd8MJTLxVzSPXFDw1QCbP7T","10000000","BTC"
"1G5kEGkadY9Aras7RxAF2KQEVdeVo2r9wC","15000000","BTC"
"1GSwWT4kGL5v8ZmP26wjzvfn14fadXmVUJ","10000000","BTC"
"1HdYBfgiSpMWa1amFP6i3Fq5ZNUGH758zi","10000000","BTC"
"1JCinLEQQjT9muPcgFHiVFtKEHEsAaCHGm","10000000","BTC"
"1JRLQ6VYn2xqTmxS1VXzKg34ntG9ZV2Z4K","10000000","BTC"
"1JXE8bVTBpmNNZphJim7jdJjnWMHbLn71r","10000000","BTC"
"1JiKXtQZR3xEUCMWnqagiTRyHYSXEbF24t","10000000","BTC"
"1K1SF3ZmWsFcgzxvkhjoGbkTYikKYGdYko","10000000","BTC"
"1KpUw1hhvjxweJHdCPetjKzSq7EiYHGbk3","20000000","BTC"
"1P1nd1EyhdyUvLrzUTgzmjuChUDVzjA2wV","10000000","BTC"
"1QLi66WNuUFzd2Bj8b6vHsACApxCAsFBy","10000000","BTC"
"1SuZcNfuk5yJf8QPRTRP945GEutjfhhFa","79980000","BTC"
"19B8ELHDEGE5pqgu8SC5hKmj1ouyTuPJHY","19977800","BTC"
"1HybRkWnSrpTSUBdMQEFckNqvAkuEBqYXc","101985600","BTC"
"1L7evdThc89Uigf4qcgLewx3zJnDCt64nd","36369247","BTC"
"1QZYAruvSimTCPvs7vDwaqdRKhYKCsWcS","29977800","BTC"
"15uJtBh44WPq6zPRXzrU2qnVJMKdWfRBpn","9990000","BTC"
"17q3rEnmaZgddCGrFNHunYfYHks9FYrgmX","9990000","BTC"
"19gQDCfVTBgh5JvbH9TD6rj2LqsCucHnji","9990000","BTC"
"1CB7giSUG4FNgPpXAamRP1EZQPNVzqpJxB","9990000","BTC"
"1CHAtpGtgR1jt5TmDmc87A7m6uDvohYqio","19980000","BTC"
"1F1sx3uPezpTH7S6PHNprki6pdippti63z","9990000","BTC"
"1FkJw6gFnfF8SaxyC8X5wxAdZ67EDvksob","9990000","BTC"
"1KpLYek3hoiAvbqfMKJ8ZYoKxPddWLwCc6","9990000","BTC"
"1tsRumbxxmLFCYxGUKpcagBPDgEP8GUhd","9990000","BTC"
"1JyCeKP3PCr1fjTND8an2xLJnHt62W7etq","19977800","BTC"
"17nGCDs1LpYKod6jzHFbDwpbrosCu7tsMe","9986500","BTC"
"1KgEyRnyhZziVjQAnkFyziNv46Rky5B89N","9982750","BTC"
"1Fwrws5gRZhEUt6muFyLMCVD8CeEiMD3WQ","9981077","BTC"
"12J18aNsEp9vFVgaWA1SS7KKXBHkzitDVc","9980000","BTC"
"12RYzMu1UG1r4JMaLmSB3eFrSRunfhgiLP","9980000","BTC"
"12SiHnJXeL4WMzNGQdtwQznTuTA3pVBoaP","9980000","BTC"
"12ybWYWpeLYVmNsejY22uadJEjwRPpgrUK","9980000","BTC"
"13jqkKE8kTSSywvT7kgMA82WzsVCBDUDNG","9980000","BTC"
