Pre Crowdsale Addresses by Block

"blockIdSource","txid","sourceAddress","inAmount","inAsset”,”notes”
“308339”,”bf3951c0a6885d7a01f624d90751a347490a64f2e0760f748b8f85253066cd9a”,”1DZVw2peTSqHk5DoW7e4XPT7fANQHmUKZK”,”10000”,”BTC"
“308350”,”474b38c3ca46d23204e803c3abc08c2fc8c32201db205f99572f79036a293e02”,”18eRiBsL8C7xrdSFLB1fjyKnZewRoNyQ55”,”100000000”,”BTC"
“309358”,”33b49322fdda461bdf1d8de3d2262bc0b03e6e578572ffc9a5174969213aefe3”,”15aksp4qsSienPLoxgbNoW14XUSCdQVoxi”,”2700000000”,”BTC"
“309548”,”a64ff97c47d1b7a421977a67d8029839b86dd49db6be38a9c9a12c400b9903ad”,”19SHaVzYrMN2LmY9uspSaQ83WRLqnRHGBC”,”25000000”,”BTC"
“310118”,”fd6974fd4dbcdeaba2d0625f8cbe3adb83104b6a779ffa43db990570f395c270”,”17YVcqSwHJQeMfZEuwjCUJQNEqSvADM4BG”,”10000000”,”BTC"
“310188”,”3b923c510c67e50da888846ef95615aa9e49255d9823c12c604dcad32381f887”,”1258ztZdictaM7YZvuAcsrhW8vFMweAznw”,”49980000”,”BTC"
“310256”,”b055d7304c6ca3b36e2385f6df1201c8586c40064e350656cfa28fd85b6bf09e”,”1KSim7sKQ9bjsMd2RyUbe9HxU73yX6CwuJ”,”200000000”,”BTC"
“310681”,”dec449e1c22085337d8110c8403cc914f7df49ce2f41767214087585bb612ca8”,”19N55nHC5NvrTKjHJLk1Gt1aUffEaVjCwj”,”400000000”,”BTC"
“310737”,”1d2089f8f578413f5a0084b8ea9623ba983acc300b2f526784148e97b29a3ee3”,”1Kvo7AxBARuVxUH3WDfyMZP51pRc2QZ8aH”,”7980000”,”BTC"
“310751”,”0c9e56bccefb929d9dfdd0b9879e31f95cc418aebdd151d0d3ae88a37ecac25e”,”164n2Mk2KFWxo72eJxgV85DzRHhqAP9GrK”,”7638118”,”BTC"
“310924”,”21887d8f0c6dca125a7aaf42e59db2c61fb89e6f25f3376719f1a260c63d2908”,”1HSMekTxSDkwgNSnhDqNkd4RwCu4Gn69r9”,”200549416”,”BTC”,”also in crowdsale” 
“310926”,”4f5a46c3cf8efdcca5046ba8d0bcfa62ce4d840c221189e9d67340e947a86cac”,”1AzgR4HYTdTEr3vogQFDfEGu42zKWoP9cW”,”110000”,”BTC"
“310936”,”55e2fb505deb0f279a4eb80c082d7cac3306a8e4cbc6e7cb70066afc2feb8037”,”1NXhLNaVGE2mEnqEubSWvVmaztr6G8yAwe”,”39000000”,”BTC"
“311014”,”95fd78bee2c11a48a0e94d6a24bfbc6f2ef91ae9ef2fe58e1a34bc3977814677”,”1ETPPGWfq8zTLrgpcEaG6CRZDRsSAEr39p”,”126300000”,”BTC",”also in crowdsale”
“311041”,”ea2f215cb9eed389970e4b3db508a86e263d06ffa50baffa8c8147eeec8c151b”,”1KQjazeHVKcfepgTKz375Mt5T6qSsZs5GZ”,”24887800”,”BTC"
“311164”,”ed4be25db56aa920f9d4caa71e2b7920a2ff033ef3b1a9e85520ecf329d599ac”,”165Cr38HsyzFc7BMbp6RRp25StLKniFbAd”,”24980000”,”BTC",”also in crowdsale”
“311218”,”9d53ca6e180968e4cb2c4874e35f409adae6b371e98fa40fb30d3d494feade12”,”1Hxy6FSDUcRTGhRRVineFBjSXzW5nKRcbM”,”58300000”,”BTC"
“311281”,”c70e3416ad1b6d6ad675531ac30b844b8ec0829ebef33b2b976a67cb4212397e”,”15AFQDaRAPorbrZDyRh3UuqvVtZhB3pY9s”,”20000000”,”BTC"
“311418”,”471fda2f48f81e7284800a561bd8edeb6b4ec5d5b45f19b47660957db4d5d3a2”,”17f6oW5efbms9qbGCmpX25ZDvivhDLjrSQ”,”20000000”,”BTC"

Crowdsale Addresses by Block

"blockIdSource","txid","sourceAddress","inAmount","inAsset"
"311268","731fc5980019b83ab80d8af65ce550ffacdec73a2f73ac2e0b341b9cb97d26fe","1NcyRpAWUYoW93j8Ln8NkCqd7x9aTc5nYA","1000000","BTC"
